위도,경도,서식지(최단거리),생태통로(최단거리),하천(최단거리),서식지 개수(5km),생태통로 개수(5km),하천 개수(5km),발생건수(5km),평균 총차량수,평균 속도,기울기
37.5931229369865,127.21431444694583,4.247361138352595,1.4188242633346435,0.322161700159612,2,1,0,53,18600.41610738255,65.79228187919463,0.608342
36.528559449142406,127.32436159538874,1.248039593458773,2.6506562004295096,0.1945103777810233,53,1,0,9,8882.475806451614,89.3891935483871,2.1032082
36.52453223742226,127.32888904931224,0.8468955128062471,2.1491950810685507,0.1927794933795925,50,1,0,9,8882.475806451614,89.3891935483871,2.1032082
36.47579081273877,127.47959815812008,1.1809368675662952,2.396583426215724,0.1529877012328411,40,1,0,5,5388.098591549296,79.88676056338028,0.807188
36.47059266567428,127.23828811648018,0.8155947248308184,1.7474170454855482,0.249700435949026,90,5,0,41,8882.475806451614,89.3891935483871,2.1032082
36.216735217124665,127.29067889030766,5.544710032892502,11.457054647272596,0.0587712401724144,1,0,0,7,11885.548387096776,87.61669354838709,0.458479
37.53534749832147,126.95539690077756,12.424195694076284,4.062947656598581,0.1495936989241328,0,5,0,168,20747.072580645163,71.54891129032256,0.890836
37.64108168004131,126.79329861480451,4.019987924221092,4.817191872331336,0.1880142900661371,5,1,0,44,14339.407258064515,70.47564516129032,0.180927
37.37167642674675,127.14579968645,9.811302944986933,3.0897132084103225,0.1045413290511049,0,3,0,53,16205.80975609756,76.71112195121951,0.69298
37.52993382085226,127.08410672921582,11.311766816772336,5.142255633175044,0.2021494638966389,0,0,0,133,16958.184300341298,70.60276450511944,2.380524
37.0762637703258,126.9181912014002,9.848373281013108,8.419528895958994,0.1733094587169276,0,0,0,35,12151.211206896553,88.70418103448276,0.215772
37.076152726168495,126.92119091360227,9.93575015199838,8.43652892919555,0.1722116448529772,0,0,0,35,12151.211206896553,88.70418103448276,0.215772
35.860191038037065,128.6260340986965,26.964951587586267,16.179368958514853,0.0014130318743934,0,0,0,30,16279.33116883117,86.38597402597402,0.685727
37.57033774975264,126.64970354293476,9.220985456877182,5.771063735621524,0.1382420868585091,0,0,0,72,20903.0125,72.99420833333333,0.536771
37.53348274483948,126.73989021065393,15.763317270250967,3.174225950721675,0.1000827337742799,0,1,0,91,19390.83501683501,54.05380471380471,0.360742
36.99797766644582,127.47080660411196,0.7889794504830779,6.104683972948781,0.0279501503631843,16,0,2,48,16409.65322580645,86.48024193548387,0.647992
36.99781104679708,127.4722786889876,0.7481083863421758,6.122735762789577,0.0292591943984007,17,0,1,52,16409.65322580645,86.48024193548387,0.647992
37.00061643482642,127.48169436737416,1.2464723322285498,6.6978463159212005,0.0390484361622263,16,0,1,57,16409.65322580645,86.48024193548387,0.647992
37.00183850920709,127.48169433269815,1.3819484754794529,6.823452475803013,0.0394955474100758,16,0,1,54,16409.65322580645,86.48024193548387,0.647992
37.0100321277442,127.49074878178384,2.4620915956168776,7.980917390818513,0.0509201020846091,14,0,1,41,16409.65322580645,86.48024193548387,0.647992
37.01553164661659,127.5008309857992,3.414648181731188,8.931392028088402,0.0623154043220975,13,0,0,33,16409.65322580645,86.48024193548387,0.647992
37.00869962793029,127.52752304870766,3.070479934398316,7.258565536715626,0.0435957330550213,19,0,0,31,16409.65322580645,86.48024193548387,0.647992
37.00819973109167,127.52985617114736,3.135352629230733,7.0507445989929405,0.0416559018861533,19,0,0,31,16409.65322580645,86.48024193548387,0.647992
37.00600577469787,127.54202172651198,2.574167029628494,5.999385480471071,0.0313764131081176,18,0,0,23,7847.576923076923,94.66717948717948,2.01259
37.27238009462278,126.98798450102387,27.074599926446385,4.810312785815049,0.0006509263680067,0,1,22,107,16346.422619047618,76.88017857142857,1.456535
